stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite
6517,保勝光學,消費性電子,71.0,151278317.07999998,True,98.4936268829664,5.775922059846903,6.14,2026-06-01,False,10.0,-7.310704960835503,-0.005266999629995218,86.47990255785628,22.126666666666665,8.769063180827887,33.44226579520697,46.187363834422655,72.00435729847494,86.05664488017429,49.291938997821354
7805,威聯通,電腦及週邊,623.0,43206730.7,True,14.17910447761194,85.66457898399443,28.11,2026-06-01,False,92.98245614035088,-8.91812865497076,-0.10788746383218285,75.97560975609755,13.176666666666668,92.81045751633987,28.322440087145967,7.298474945533768,43.4640522875817,74.40087145969498,49.25925925925925
2607,榮運,貨運倉儲,47.3,24411002.34,True,18.98249452954048,82.18510786360473,25.41,2026-06-01,False,85.71428571428571,-4.637096774193557,-0.12007913617545299,79.76391231028668,5.366666666666667,86.00217864923746,43.57298474945534,5.773420479302832,54.68409586056645,55.33769063180828,49.074074074074076
8147,正淩,電子零組件,140.5,54203807.725,True,46.32218844984802,62.700069589422405,14.91,2026-06-01,False,84.72222222222221,-1.056338028169014,-0.11221014051090043,73.75328083989501,5.833333333333334,85.07625272331155,57.29847494553377,6.971677559912854,37.47276688453159,57.407407407407405,48.84531590413943
4749,新應材,其他化學,860.0,968300893.1,True,11.420612813370473,87.47390396659708,24.61,2026-06-01,False,93.75,-8.217716115261473,-0.14907590793660774,73.19148936170212,17.063333333333333,93.30065359477125,30.501089324618736,3.9215686274509802,35.62091503267974,80.61002178649237,48.790849673202615
8048,德勝,通信網路,59.1,17641666.130000003,True,89.00437636761488,25.08698677800974,130.48,2026-06-01,False,24.46808510638298,-9.633027522935786,-0.009450989118248085,80.40816326530611,51.7,23.80174291938998,25.49019607843137,42.91938997821351,55.66448801742919,95.64270152505446,48.7037037037037
4966,譜瑞-KY,半導體,631.0,1083090510.5,True,31.61925601750547,73.2428670842032,12.23,2026-06-01,False,88.88888888888889,-4.393939393939394,-0.09813811261938894,72.52873563218391,9.026666666666667,89.10675381263616,44.11764705882353,8.823529411764707,33.98692810457516,66.01307189542483,48.409586056644876
5508,永信建,建設,56.5,61935351.05,True,99.28884026258206,2.992345163535143,329.34,2026-06-01,False,5.084745762711865,1.6187050359712205,0.0332334147185054,52.80373831775701,166.54333333333332,3.7037037037037033,65.25054466230938,70.26143790849673,3.812636165577342,98.5838779956427,48.32244008714598
2539,櫻花建,建設,41.2,41732328.285000004,True,34.29978118161925,70.70285316631872,79.55,2026-06-01,False,59.32203389830508,5.9125964010282885,0.1132450366601268,59.53757225433526,-272.97666666666663,59.80392156862745,79.520697167756,91.50326797385621,9.041394335511981,1.4161220043572984,48.257080610021795
4903,聯光通,通信網路,38.5,82481578.67,True,2.923976608187134,93.66736256089074,4.66,2026-06-01,False,95.74468085106383,-1.785714285714293,-0.0016940826527704095,72.36842105263158,-20.279999999999998,94.77124183006535,53.92156862745098,48.69281045751634,33.87799564270153,9.477124183006536,48.148148148148145
9917,中保科,保全,108.0,106929216.35,True,1.5317286652078774,95.75504523312458,2.56,2026-06-01,False,95.71328179901616,-8.47457627118644,-0.18240470614556262,88.52459016393442,0.29666666666666686,94.55337690631809,29.08496732026144,1.7429193899782136,77.01525054466231,37.145969498910674,47.90849673202615
