factor,dir,mode,adv,sharpe,cagr,months
high52_prox,低,top10%,500萬,-0.09869502655192575,-2.0361500676291833,256
high52_prox,低,top5%,500萬,-0.16015704556127977,-4.322919475347897,256
high52_prox,低,N=25,500萬,-0.18598422153410268,-5.224004904546176,256
high52_prox,低,N=15,500萬,-0.21093320598519658,-6.25174547132551,256
high52_prox,低,N=8,500萬,-0.1668914732766118,-5.107239574070599,256
rsi14,高,top20%,500萬,0.18976871048889993,5.323708291493379,256
rsi14,高,top10%,500萬,0.17365498260912757,5.04734523784427,256
rsi14,高,top5%,500萬,0.14108872957963153,4.340722516962403,256
rsi14,高,N=25,500萬,0.17024262329928402,5.366718843839924,256
rsi14,高,N=15,500萬,0.2195462879093877,6.981176781023279,256
rsi14,高,N=8,500萬,0.12155182656574322,4.567653566121788,256
