factor,dir,mode,adv,sharpe,cagr,months
rev_yoy_3m,低,N=25,無門檻,-0.1091339179468529,-1.6083066845260063,256
rev_yoy_3m,低,N=15,無門檻,-0.024098119226279115,0.3723500176551209,256
rev_yoy_3m,低,N=8,無門檻,0.09705727026304324,3.7484066261377347,256
rev_accel,高,top20%,無門檻,0.38630508586781476,9.302546519305599,256
rev_accel,高,top10%,無門檻,0.4061327511302019,9.907072566489084,256
rev_accel,高,top5%,無門檻,0.33752923325928297,8.795095387627438,256
rev_accel,高,N=25,無門檻,0.3044926708316361,8.90756384186453,256
rev_accel,高,N=15,無門檻,0.28595147804398074,9.094206785372027,256
rev_accel,高,N=8,無門檻,0.29904201886975756,11.018286518197629,256
rev_accel,低,top20%,無門檻,0.10557052350115324,3.2189703851317253,256
rev_accel,低,top10%,無門檻,0.09837344037629556,3.1221964820088433,256
rev_accel,低,top5%,無門檻,0.09601682673507861,3.130328602970911,256
rev_accel,低,N=25,無門檻,0.09357703148809236,3.2424425084880415,256
rev_accel,低,N=15,無門檻,0.12029547039112205,4.0969330984897745,256
rev_accel,低,N=8,無門檻,0.23054970617715106,7.154818030432475,256
high52_prox,高,top20%,無門檻,0.8717270970034331,16.97185897400546,256
high52_prox,高,top10%,無門檻,0.8679877385550402,17.260953052883533,256
high52_prox,高,top5%,無門檻,0.8209038043516086,17.899750100153476,256
high52_prox,高,N=25,無門檻,0.8017506657588878,19.211830980096156,256
high52_prox,高,N=15,無門檻,0.7013350162125325,17.941238444371123,256
high52_prox,高,N=8,無門檻,0.7349225258893598,21.152356834730735,256
high52_prox,低,top20%,無門檻,0.15688001600642454,5.218440776983191,256
high52_prox,低,top10%,無門檻,0.10194187585951217,3.958667536162186,256
high52_prox,低,top5%,無門檻,0.05785129506306409,2.848690281120514,256
high52_prox,低,N=25,無門檻,0.03541866435085329,2.163698641831191,256
high52_prox,低,N=15,無門檻,0.1273087236692396,5.524831244688477,256
high52_prox,低,N=8,無門檻,0.09166078368818796,4.716425966879578,256
rsi14,高,top20%,無門檻,0.25835739184927153,6.405869982944168,256
rsi14,高,top10%,無門檻,0.2569733860869255,6.559634307856532,256
rsi14,高,top5%,無門檻,0.13563644362379837,3.8789449652437913,256
rsi14,高,N=25,無門檻,0.11294426375737752,3.6074058504667494,256
rsi14,高,N=15,無門檻,0.16354840948708974,5.071509526786588,256
rsi14,高,N=8,無門檻,0.15454939654146654,5.388350793808594,256
rsi14,低,top20%,無門檻,0.19082838655873688,5.058026340922006,256
rsi14,低,top10%,無門檻,0.09711112070967984,3.0386891700575402,256
rsi14,低,top5%,無門檻,0.08584206395856388,2.857767883165807,256
rsi14,低,N=25,無門檻,0.05289022887525897,2.2137195144313893,256
rsi14,低,N=15,無門檻,0.04833036843664989,2.2288624567204263,256
rsi14,低,N=8,無門檻,0.0546661417176209,2.97243742039881,256
bbp20,高,top20%,無門檻,0.199608681360893,5.08763231096554,256
bbp20,高,top10%,無門檻,0.05421958896522218,2.1193623884840473,256
bbp20,高,top5%,無門檻,-0.026636042332043777,0.4444742958197967,256
bbp20,高,N=25,無門檻,-0.06595612449419257,-0.4732310581731958,256
bbp20,高,N=15,無門檻,-0.10857473779897392,-1.567564251255793,256
bbp20,高,N=8,無門檻,-0.2930097994327623,-6.715172637744948,256
bbp20,低,top20%,無門檻,0.11697730258721233,3.489758347569505,256
bbp20,低,top10%,無門檻,0.010333498525077551,1.221105109060927,256
bbp20,低,top5%,無門檻,-0.08550506272283298,-0.867760531750017,256
bbp20,低,N=25,無門檻,-0.10376333428277486,-1.3537802418215228,256
bbp20,低,N=15,無門檻,-0.042862914737311256,-0.0920284596017007,256
bbp20,低,N=8,無門檻,-0.020357655453685095,0.3009342400522197,256
ma_gap60,高,top20%,無門檻,0.4283998811244842,10.880838853775332,256
ma_gap60,高,top10%,無門檻,0.35366539250420387,10.024522906640598,256
ma_gap60,高,top5%,無門檻,0.31262529892262847,9.737520385685361,256
ma_gap60,高,N=25,無門檻,0.2574368698336643,9.24636500196998,256
ma_gap60,高,N=15,無門檻,0.29813384104525764,11.608962520709841,256
ma_gap60,高,N=8,無門檻,0.23668429103185074,11.14952730489913,256
ma_gap60,低,top20%,無門檻,0.20239462883872777,6.021954702745336,256
ma_gap60,低,top10%,無門檻,0.21140225176595995,6.590599896300842,256
ma_gap60,低,top5%,無門檻,0.22191028343338928,7.352221227153599,256
ma_gap60,低,N=25,無門檻,0.23809316576569498,8.57602713019332,256
ma_gap60,低,N=15,無門檻,0.2778033264832764,10.853315840924926,256
ma_gap60,低,N=8,無門檻,0.26018058682912826,12.557659539234667,256
vol60,高,top20%,無門檻,0.34858579217547253,11.218364375578528,256
vol60,高,top10%,無門檻,0.28791639029964367,9.984158190768966,256
vol60,高,top5%,無門檻,0.2801003156510823,10.350800147010508,256
vol60,高,N=25,無門檻,0.12501727578927965,5.5020244391987605,256
vol60,高,N=15,無門檻,0.08571480207547617,4.3596425426801755,256
vol60,高,N=8,無門檻,-0.07971369816636824,-2.5911498966637803,256
vol60,低,top20%,無門檻,0.5192026489703775,8.431329504059338,256
vol60,低,top10%,無門檻,0.37380066777427196,5.870953652157773,256
vol60,低,top5%,無門檻,0.2834457876004031,4.457601744914275,256
vol60,低,N=25,無門檻,0.17386096601398268,2.948932711598573,256
vol60,低,N=15,無門檻,0.10277045007875349,2.1243282151981457,256
vol60,低,N=8,無門檻,0.019167573967950553,1.2296305614714065,256
